Codice Regione;"Codice dell'Unità territoriale sovracomunale 
(valida a fini statistici)";Codice Provincia (Storico)(1);Progressivo del Comune (2);Codice Comune formato alfanumerico;Denominazione (Italiana e straniera);Denominazione in italiano;Denominazione altra lingua;Codice Ripartizione Geografica;Ripartizione geografica;Denominazione Regione;"Denominazione dell'Unità territoriale sovracomunale 
(valida a fini statistici)";Tipologia di Unità territoriale sovracomunale ;Flag Comune capoluogo di provincia/città metropolitana/libero consorzio;Sigla automobilistica;Codice Comune formato numerico;Codice Comune numerico con 110 province (dal 2010 al 2016);Codice Comune numerico con 107 province (dal 2006 al 2009);Codice Comune numerico con 103 province (dal 1995 al 2005);Codice Catastale del comune;Codice NUTS1 2021;Codice NUTS2 2021 (3) ;Codice NUTS3 2021;Codice NUTS1 2024;Codice NUTS2 2024 (3) ;Codice NUTS3 2024
01;201;001;205;001205;Prarostino;Prarostino;;1;Nord-ovest;Piemonte;Torino;3;0;TO;1205;1205;1205;1205;G986;ITC;ITC1;ITC11;ITC;ITC1;ITC11
01;201;001;206;001206;Prascorsano;Prascorsano;;1;Nord-ovest;Piemonte;Torino;3;0;TO;1206;1206;1206;1206;G988;ITC;ITC1;ITC11;ITC;ITC1;ITC11
01;201;001;207;001207;Pratiglione;Pratiglione;;1;Nord-ovest;Piemonte;Torino;3;0;TO;1207;1207;1207;1207;G997;ITC;ITC1;ITC11;ITC;ITC1;ITC11
01;201;001;208;001208;Quagliuzzo;Quagliuzzo;;1;Nord-ovest;Piemonte;Torino;3;0;TO;1208;1208;1208;1208;H100;ITC;ITC1;ITC11;ITC;ITC1;ITC11
01;201;001;209;001209;Quassolo;Quassolo;;1;Nord-ovest;Piemonte;Torino;3;0;TO;1209;1209;1209;1209;H120;ITC;ITC1;ITC11;ITC;ITC1;ITC11
01;201;001;210;001210;Quincinetto;Quincinetto;;1;Nord-ovest;Piemonte;Torino;3;0;TO;1210;1210;1210;1210;H127;ITC;ITC1;ITC11;ITC;ITC1;ITC11
01;201;001;211;001211;Reano;Reano;;1;Nord-ovest;Piemonte;Torino;3;0;TO;1211;1211;1211;1211;H207;ITC;ITC1;ITC11;ITC;ITC1;ITC11
01;201;001;212;001212;Ribordone;Ribordone;;1;Nord-ovest;Piemonte;Torino;3;0;TO;1212;1212;1212;1212;H270;ITC;ITC1;ITC11;ITC;ITC1;ITC11
01;201;001;213;001213;Rivalba;Rivalba;;1;Nord-ovest;Piemonte;Torino;3;0;TO;1213;1213;1213;1213;H333;ITC;ITC1;ITC11;ITC;ITC1;ITC11
01;201;001;214;001214;Rivalta di Torino;Rivalta di Torino;;1;Nord-ovest;Piemonte;Torino;3;0;TO;1214;1214;1214;1214;H335;ITC;ITC1;ITC11;ITC;ITC1;ITC11
01;201;001;215;001215;Riva presso Chieri;Riva presso Chieri;;1;Nord-ovest;Piemonte;Torino;3;0;TO;1215;1215;1215;1215;H337;ITC;ITC1;ITC11;ITC;ITC1;ITC11
01;201;001;216;001216;Rivara;Rivara;;1;Nord-ovest;Piemonte;Torino;3;0;TO;1216;1216;1216;1216;H338;ITC;ITC1;ITC11;ITC;ITC1;ITC11
01;201;001;217;001217;Rivarolo Canavese;Rivarolo Canavese;;1;Nord-ovest;Piemonte;Torino;3;0;TO;1217;1217;1217;1217;H340;ITC;ITC1;ITC11;ITC;ITC1;ITC11
01;201;001;218;001218;Rivarossa;Rivarossa;;1;Nord-ovest;Piemonte;Torino;3;0;TO;1218;1218;1218;1218;H344;ITC;ITC1;ITC11;ITC;ITC1;ITC11
