Codice Regione;"Codice dell'Unità territoriale sovracomunale 
(valida a fini statistici)";Codice Provincia (Storico)(1);Progressivo del Comune (2);Codice Comune formato alfanumerico;Denominazione (Italiana e straniera);Denominazione in italiano;Denominazione altra lingua;Codice Ripartizione Geografica;Ripartizione geografica;Denominazione Regione;"Denominazione dell'Unità territoriale sovracomunale 
(valida a fini statistici)";Tipologia di Unità territoriale sovracomunale ;Flag Comune capoluogo di provincia/città metropolitana/libero consorzio;Sigla automobilistica;Codice Comune formato numerico;Codice Comune numerico con 110 province (dal 2010 al 2016);Codice Comune numerico con 107 province (dal 2006 al 2009);Codice Comune numerico con 103 province (dal 1995 al 2005);Codice Catastale del comune;Codice NUTS1 2021;Codice NUTS2 2021 (3) ;Codice NUTS3 2021;Codice NUTS1 2024;Codice NUTS2 2024 (3) ;Codice NUTS3 2024
12;056;056;034;056034;Marta;Marta;;3;Centro;Lazio;Viterbo;1;0;VT;56034;56034;56034;56034;E978;ITI;ITI4;ITI41;ITI;ITI4;ITI41
12;056;056;035;056035;Montalto di Castro;Montalto di Castro;;3;Centro;Lazio;Viterbo;1;0;VT;56035;56035;56035;56035;F419;ITI;ITI4;ITI41;ITI;ITI4;ITI41
12;056;056;036;056036;Montefiascone;Montefiascone;;3;Centro;Lazio;Viterbo;1;0;VT;56036;56036;56036;56036;F499;ITI;ITI4;ITI41;ITI;ITI4;ITI41
12;056;056;037;056037;Monte Romano;Monte Romano;;3;Centro;Lazio;Viterbo;1;0;VT;56037;56037;56037;56037;F603;ITI;ITI4;ITI41;ITI;ITI4;ITI41
12;056;056;038;056038;Monterosi;Monterosi;;3;Centro;Lazio;Viterbo;1;0;VT;56038;56038;56038;56038;F606;ITI;ITI4;ITI41;ITI;ITI4;ITI41
12;056;056;039;056039;Nepi;Nepi;;3;Centro;Lazio;Viterbo;1;0;VT;56039;56039;56039;56039;F868;ITI;ITI4;ITI41;ITI;ITI4;ITI41
12;056;056;040;056040;Onano;Onano;;3;Centro;Lazio;Viterbo;1;0;VT;56040;56040;56040;56040;G065;ITI;ITI4;ITI41;ITI;ITI4;ITI41
12;056;056;041;056041;Oriolo Romano;Oriolo Romano;;3;Centro;Lazio;Viterbo;1;0;VT;56041;56041;56041;56041;G111;ITI;ITI4;ITI41;ITI;ITI4;ITI41
12;056;056;042;056042;Orte;Orte;;3;Centro;Lazio;Viterbo;1;0;VT;56042;56042;56042;56042;G135;ITI;ITI4;ITI41;ITI;ITI4;ITI41
12;056;056;043;056043;Piansano;Piansano;;3;Centro;Lazio;Viterbo;1;0;VT;56043;56043;56043;56043;G571;ITI;ITI4;ITI41;ITI;ITI4;ITI41
12;056;056;044;056044;Proceno;Proceno;;3;Centro;Lazio;Viterbo;1;0;VT;56044;56044;56044;56044;H071;ITI;ITI4;ITI41;ITI;ITI4;ITI41
12;056;056;045;056045;Ronciglione;Ronciglione;;3;Centro;Lazio;Viterbo;1;0;VT;56045;56045;56045;56045;H534;ITI;ITI4;ITI41;ITI;ITI4;ITI41
12;056;056;046;056046;Villa San Giovanni in Tuscia;Villa San Giovanni in Tuscia;;3;Centro;Lazio;Viterbo;1;0;VT;56046;56046;56046;56046;H913;ITI;ITI4;ITI41;ITI;ITI4;ITI41
12;056;056;047;056047;San Lorenzo Nuovo;San Lorenzo Nuovo;;3;Centro;Lazio;Viterbo;1;0;VT;56047;56047;56047;56047;H969;ITI;ITI4;ITI41;ITI;ITI4;ITI41
12;056;056;048;056048;Soriano nel Cimino;Soriano nel Cimino;;3;Centro;Lazio;Viterbo;1;0;VT;56048;56048;56048;56048;I855;ITI;ITI4;ITI41;ITI;ITI4;ITI41
12;056;056;049;056049;Sutri;Sutri;;3;Centro;Lazio;Viterbo;1;0;VT;56049;56049;56049;56049;L017;ITI;ITI4;ITI41;ITI;ITI4;ITI41
12;056;056;050;056050;Tarquinia;Tarquinia;;3;Centro;Lazio;Viterbo;1;0;VT;56050;56050;56050;56050;D024;ITI;ITI4;ITI41;ITI;ITI4;ITI41
12;056;056;051;056051;Tessennano;Tessennano;;3;Centro;Lazio;Viterbo;1;0;VT;56051;56051;56051;56051;L150;ITI;ITI4;ITI41;ITI;ITI4;ITI41
12;056;056;052;056052;Tuscania;Tuscania;;3;Centro;Lazio;Viterbo;1;0;VT;56052;56052;56052;56052;L310;ITI;ITI4;ITI41;ITI;ITI4;ITI41
12;056;056;053;056053;Valentano;Valentano;;3;Centro;Lazio;Viterbo;1;0;VT;56053;56053;56053;56053;L569;ITI;ITI4;ITI41;ITI;ITI4;ITI41
12;056;056;054;056054;Vallerano;Vallerano;;3;Centro;Lazio;Viterbo;1;0;VT;56054;56054;56054;56054;L612;ITI;ITI4;ITI41;ITI;ITI4;ITI41
12;056;056;055;056055;Vasanello;Vasanello;;3;Centro;Lazio;Viterbo;1;0;VT;56055;56055;56055;56055;A701;ITI;ITI4;ITI41;ITI;ITI4;ITI41
12;056;056;056;056056;Vejano;Vejano;;3;Centro;Lazio;Viterbo;1;0;VT;56056;56056;56056;56056;L713;ITI;ITI4;ITI41;ITI;ITI4;ITI41
