Codice Regione;"Codice dell'Unità territoriale sovracomunale 
(valida a fini statistici)";Codice Provincia (Storico)(1);Progressivo del Comune (2);Codice Comune formato alfanumerico;Denominazione (Italiana e straniera);Denominazione in italiano;Denominazione altra lingua;Codice Ripartizione Geografica;Ripartizione geografica;Denominazione Regione;"Denominazione dell'Unità territoriale sovracomunale 
(valida a fini statistici)";Tipologia di Unità territoriale sovracomunale ;Flag Comune capoluogo di provincia/città metropolitana/libero consorzio;Sigla automobilistica;Codice Comune formato numerico;Codice Comune numerico con 110 province (dal 2010 al 2016);Codice Comune numerico con 107 province (dal 2006 al 2009);Codice Comune numerico con 103 province (dal 1995 al 2005);Codice Catastale del comune;Codice NUTS1 2021;Codice NUTS2 2021 (3) ;Codice NUTS3 2021;Codice NUTS1 2024;Codice NUTS2 2024 (3) ;Codice NUTS3 2024
20;090;090;082;090082;Viddalba;Viddalba;;5;Isole;Sardegna;Sassari;1;0;SS;90082;90082;90082;90082;M259;ITG;ITG2;ITG2D;ITG;ITG2;ITG2D
20;090;090;083;090083;Golfo Aranci;Golfo Aranci;;5;Isole;Sardegna;Sassari;1;0;SS;90083;104011;104011;90083;M274;ITG;ITG2;ITG2D;ITG;ITG2;ITG2D
20;090;090;084;090084;Loiri Porto San Paolo;Loiri Porto San Paolo;;5;Isole;Sardegna;Sassari;1;0;SS;90084;104013;104013;90084;M275;ITG;ITG2;ITG2D;ITG;ITG2;ITG2D
20;090;090;085;090085;Sant'Antonio di Gallura;Sant'Antonio di Gallura;;5;Isole;Sardegna;Sassari;1;0;SS;90085;104021;104021;90085;M276;ITG;ITG2;ITG2D;ITG;ITG2;ITG2D
20;090;090;086;090086;Tergu;Tergu;;5;Isole;Sardegna;Sassari;1;0;SS;90086;90086;90086;90086;M282;ITG;ITG2;ITG2D;ITG;ITG2;ITG2D
20;090;090;087;090087;Santa Maria Coghinas;Santa Maria Coghinas;;5;Isole;Sardegna;Sassari;1;0;SS;90087;90087;90087;90087;M284;ITG;ITG2;ITG2D;ITG;ITG2;ITG2D
20;090;090;088;090088;Erula;Erula;;5;Isole;Sardegna;Sassari;1;0;SS;90088;90088;90088;90088;M292;ITG;ITG2;ITG2D;ITG;ITG2;ITG2D
20;090;090;089;090089;Stintino;Stintino;;5;Isole;Sardegna;Sassari;1;0;SS;90089;90089;90089;90089;M290;ITG;ITG2;ITG2D;ITG;ITG2;ITG2D
20;090;090;090;090090;Padru;Padru;;5;Isole;Sardegna;Sassari;1;0;SS;90090;104019;104019;90090;M301;ITG;ITG2;ITG2D;ITG;ITG2;ITG2D
20;090;090;091;090091;Budoni;Budoni;;5;Isole;Sardegna;Sassari;1;0;SS;90091;104009;104009;91014;B248;ITG;ITG2;ITG2D;ITG;ITG2;ITG2D
20;090;090;092;090092;San Teodoro;San Teodoro;;5;Isole;Sardegna;Sassari;1;0;SS;90092;104023;104023;91076;I329;ITG;ITG2;ITG2D;ITG;ITG2;ITG2D
20;091;091;001;091001;Aritzo;Aritzo;;5;Isole;Sardegna;Nuoro;1;0;NU;91001;91001;91001;91001;A407;ITG;ITG2;ITG2E;ITG;ITG2;ITG2E
20;091;091;002;091002;Arzana;Arzana;;5;Isole;Sardegna;Nuoro;1;0;NU;91002;105001;105001;91002;A454;ITG;ITG2;ITG2E;ITG;ITG2;ITG2E
20;091;091;003;091003;Atzara;Atzara;;5;Isole;Sardegna;Nuoro;1;0;NU;91003;91003;91003;91003;A492;ITG;ITG2;ITG2E;ITG;ITG2;ITG2E
20;091;091;004;091004;Austis;Austis;;5;Isole;Sardegna;Nuoro;1;0;NU;91004;91004;91004;91004;A503;ITG;ITG2;ITG2E;ITG;ITG2;ITG2E
20;091;091;005;091005;Bari Sardo;Bari Sardo;;5;Isole;Sardegna;Nuoro;1;0;NU;91005;105002;105002;91005;A663;ITG;ITG2;ITG2E;ITG;ITG2;ITG2E
